,title,description,title_label,description_label
238, 특징주 테라퓨틱스 주가 급등 에 억원 전환사채 발행으로 신 ,현재 코로나 백신 유통 및 독감백신 등을 판매하는 콜드체인사업부 보일러 모터 펌프 변압기 등을 제조 판매하는 전자사업부 체외진단 의료기기를 제조 판매하는 의료기기 사업부로 구성되어 있다 특히 ,1,1
239, 이노엔 로슈 타미플루 국내 공급계약 체결, 코로나 팬데믹 당시 발병률이 잠시 감소했지만 엔데믹 이후 년 넘게 독감 유행이 지속되면서 관련 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,1
240,글로벌 투자자들 신흥국 증시서 돈 빼고 채권에 넣는다,신흥국 주식시장에서는 코로나 팬데믹 당시이던 년 월 이후 최대 규모인 억 달러가 유출됐다 이에 비해 신흥국 채권에 억 달러가 유입돼 주식시장 유출분을 상쇄하고도 남았다 투자자들이 주식시장에서 ,0,0
241,에스더기도운동 월 주차 북한 및 국가 기도제목,지난해 월 일간의 단식과 국정감사 코로나 감염 등으로 재판은 연기를 반복했다 공직선거법은 심 판결은 개월 심과 심은 각 개월 안에 선고하도록 법으로 규정하고 있지만 지켜지지 않았다 조희대 ,1,0
242, 경영지원 대표에 허민회 내정 오늘 오후 인사 안정 기조 전망, 코로나 여파로 가 경영난에 처하자 허 대표는 년 월 대표이사로 투입돼 영화관 체질 개선에 나섰다 허 대표는 로 복귀해 김홍기 대표와 함께 공동대표를 맡게 될 것으로 보인다 김 대표가 내부 ,1,0
243, 이노엔 로슈 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 ,0,0
244, 인사 애경산업 고준 홀딩스 대표이사 선임 외,지주회사 홀딩스 전략기획을 총괄하며 변화를 주도했고 지난 년 월 코로나 팬데믹으로 어려웠던 플라자 대표이사로 옮겨 홍대점을 회복시키는 등 성과를 달성했다 이강용 플라자 신임 대표이사는 지난 ,0,0
245, 이노엔 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 이번 유통 파트너십을 통해 타미플루를 원활하게 ,0,1
246, 만성 코로나 증후군 에 한약의 후유증 완화효능 확인,만성 코로나 증후군에 대한 한약의 후유증 완화효능을 확인했다고 일 밝혔다 이번에 공동 연구팀은 명의 만성 코로나 증후군 환자를 대상으로 임상연구를 진행 환자들에 각기 다른 한약인 보중익기탕 ,0,0
247, 오늘의 제약리뷰 유한양행 제일약품 이노엔 동성제약 휴메딕스, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
248, 경영지원 대표에 허민회 내정 그룹 연말 인사 임박, 코로나 여파로 가 경영난에 처하자 허 대표는 년 월 대표이사로 투입돼 영화관 체질 개선에 나섰다 그룹의 이번 정기 임원 인사는 소폭일 것으로 예상된다 는 지난해 실적 부진 속에 해를 ,0,0
249,발빠른 트럼프 정권 인수 작업에 주식시장도 요동 ,그는 대표적인 반백신주의자로 코로나 팬데믹 당시 백신이 자폐증을 유발한다 며 백신 거부 운동을 벌였다 트럼프 또한 식품업계와 제약회사들의 허위 정보로 미국인들이 피해를 보고 있다 며 케네디를 보건복지부 ,0,1
250, 권력 지형 바꾸려는 트럼프 임기 시작 전 이미 독재자 됐다 ,대표적인 인사로는 미성년자 성매매 혐의로 법무부 조사를 받았던 맷 게이츠 법무부 장관 지명자와 코로나 확산 당시 백신 음모론 을 펼쳤던 로버트 케네디 주니어 보건복지부 장관 지명자가 있다 는 이러한 ,1,1
251,내수 부진 지속 월 판매 종사자 만 명 급감,판매직 고용 상황이 코로나 팬데믹 수준으로 다시 악화한 것으로 나타났습니다 통계청 국가통계포털과 경제활동인구조사 마이크로데이터에 따르면 올해 월 월평균 판매 종사자는 만 천 명으로 지난해 ,0,0
252,일반인 명 중 명이 항생제 잘못 이해 내성 심각성 인지해야 , 코로나 이후 전세계 항생제 사용이 증가하면서 국제사회에선 각국의 항생제 내성 예방관리 강화를 촉구하고 있다 세계보건기구 의 지난 월 발표에 따르면 코로나 입원환자 중 항생제가 필요한 사례는 임에도 ,0,1
253,산으로 가는 한국 자본시장 더 나은 경제 , 년 월 일 코로나 팬데믹 시기 종가 만 원을 기록한 뒤 처음으로 만원대까지 밀려났다 지난 월 일 기록한 연고점인 만 원 대비 나 급락했다 이튿날 삼성전자가 조원 규모의 자사주 매입을 공시하고 ,0,0
254,버려달라는 줄 알았던 휴지에는 괜찮아요 사장 울린 손님의 응원,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 면서 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 말문을 열었다 씨는 ,1,1
255, 또 일본가 이런 친구 많더니 무려 만 명 역대 최다 찍었다,종전 최다 이용객 수는 코로나 이전인 년 기록한 만명이다 올해 월평균 한일 노선 이용객 수가 만명 안팎인 점을 고려하면 이달 중 연간 최고 기록을 넘어설 것으로 예상된다 일본 여객 수요가 이같이 ,0,0
256,미국 환율관찰 대상국에 베트남 재지정 한국 등 개국,또한 경상수지는 코로나 팬데믹 당시 생산차질에 따른 수출감소와 원자재 급등에 따른 수입증가로 년 적자를 기록한 이후 흑자전환해 상반기 기준 흑자 규모는 의 에 이른 상태이다 상반기 베트남의 ,1,0
257,내수 한파 판매직 만 명 급감 청년층 직격탄 ,상황이 코로나 사태 때 수준으로 악화한 것으로 나타났습니다 통계청 집계를 보면 올해 들어 지난달까지 월평균 판매 종사자 수가 만 천 명으로 지난해 같은 기간보다 만 명 줄었습니다 코로나 사태 ,0,0
258,호와호 일 단독공연 물 해 말 개최 사랑과 연대 노래, 파고 는 코로나 팬데믹을 겪으며 느꼈던 여러 가지 감정과 문제의식을 시적인 언어로 풀어낸 작업이었다고 호와호는 설명했다 호와호는 년 뜨거움과 상실 그 안에서 발견하는 일상의 힘을 노래한 정규 집 ,1,1
259,항생제 쓸수록 내성 증가 필요할 때만 제대로 사용해야 , 가 년 항생제 내성을 인류가 당면한 대 공중보건 위협 중 하나로 선정한 데 이어 코로나 이후 년 질병청 는 또 코로나 팬데믹의 영향으로 코로나 입원환자 중 항생제가 필요한 경우는 에 ,0,0
260, 이노엔 한국로슈 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,1,0
261, 이노엔 독감 치료제 타미플루 국내 유통 맡는다,신종 코로나 감염증 코로나 팬데믹으로 발병률이 잠시 줄었으나 엔데믹 풍토병화 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 ,0,1
262,판매직 팬데믹 수준 급감 내수부진 여파 청년층 심각 ,내수 부진이 이어지는 가운데 판매직 고용은 코로나 팬데믹 수준으로 악화한 것으로 나타났다 특히 판매 종사자는 코로나 팬데믹 영향으로 년 만 명 에 이어 년 만 명 가장 큰 폭으로 ,0,0
263,손님이 건넨 휴지에 적힌 메모 식당 사장님 감동 무슨 일 , 년째 가게를 운영하고 있다고 밝힌 씨는 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 며 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 ,1,1
264, 이노엔 한국로슈와 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
265, 이노엔 한국로슈 타미플루 국내 공급계약 체결,독감은 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자의 유통과 ,1,0
266,이민근 안산시장 옌타이시 대표단 접견 우호협력방안 논의,양 도시 간 이번 대면 만남은 코로나 펜데믹 이후 처음으로 이뤄져 시선을 끌었다 앞서 지난 년부터 총 일곱 차례 청소년 국제문화교류사업을 추진 양 도시 청소년들의 글로벌 비전 향상을 위한 현지 청소년 교류와 ,1,0
267, 트럼프 기 산업재 주가 급변동 긍정 요인이 더 많아 신한투자증 ,이 연구원은 트럼프 기에서는 금리 상승기에 리쇼어링이 구호에 그쳤으나 코로나 와 전쟁 빅테크 기술 이 연구원은 트럼프 기를 겪으며 시장에는 익숙함에서 오는 안도감이 있지만 코로나 팬데믹과 전쟁을 거치며 ,0,0
268, 이노엔 한국로슈 인플루엔자 치료제 타미플루 공급, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
269, 산전수전 해외사업 리딩뱅크 는 국민 신한 인니서 희비교차 ,하지만 코로나 를 거치며 부실이 확대되면서 정상화 속도가 지연되고 있다 부코핀은행은 인수 당시 부실금융기관으로 분류돼 있었다 국민은행은 뱅크 인도네시아 적자와 관련해 충당금 전입 및 법인세 관련 ,0,0
270,내수 부진에 판매직 급감 청년층 고용 한파 심화, 사진 연합뉴스 내수 경제의 부진이 장기화되면서 판매직 고용이 코로나 팬데믹 수준으로 악화된 것으로 나타났다 특히 판매직 고용 감소는 청년층을 중심으로 집중되며 고용시장에 큰 부담을 주고 있다 일 ,0,0
271,전세계도 걱정하는 항생제 내성 오남용부터 막아야, 코로나 이후 전세계 항생제 사용이 증가함에 따라 항생제 내성 문제가 확대될 것을 우려하여 최근 국제사회에서도 각국의 항생제 내성 예방관리 강화를 촉구하고 있다 특히 올해 월에 열린 총회에서는 항생제 ,1,1
272,신흥국 증시 자금 이탈 년 코로나 사태 이후 최대,신흥국 증시에서 년 상반기 코로나 팬데믹 매도 사태 이후 지난달 가장 많은 외국인 투자자금이 빠져나간 것으로 집계됐다 다만 채권에 투자금이 더 많이 유입되면서 충격을 상쇄한 것으로 나타났다 일 ,0,0
273,이민근 안산시장 중국 옌타이시 대표단 만나 과학기술 등 정책 협력 논 ,이번 대면 만남은 코로나 펜데믹 이후 처음으로 이뤄졌다 앞서 양 시는 지난 년부터 총 일곱 차례의 청소년 국제문화교류사업을 추진 청소년들의 글로벌 비전 향상을 위한 현지 청소년 교류 및 역사 문화 프로그램 ,1,0
274,일본하나님의성회 첫 한국인 이사 나왔다, 코로나 팬데믹을 거치면서 개를 웃돌던 일본교회 규모가 여개 수준으로 쪼그라들었는데 앞으로 적극적인 전도를 통해 일본에 하나님의 사랑을 전할 수 있도록 최선을 다할 생각입니다 ,0,1
275, 이노엔 로슈 독감 치료제 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
276, 이노엔 인플루엔자 치료제 타미플루 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
277, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 공급계약 체결,악화로 입원치료 혹은 일부에 한 해 사망에 이를 수 있는 감염성 질환이다 코로나 팬데믹으로 발병률이 잠시 감소했지만 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 김시영,1,1
278,이민근 안산시장 옌타이시 대표단 접견 과학기술 등 정책 협력,양 도시 간의 이번 대면 만남은 코로나 펜데믹 이후 처음으로 이루어졌다 앞서 지난 년부터 총 일곱 차례의 청소년 국제문화교류사업을 추진 양 도시 청소년들의 글로벌 비전 향상을 위한 현지 청소년 교류 및 역사 ,1,0
279, 이노엔 한국로슈와 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 유통 및 ,0,0
280,판매직 붕괴 청년 고용 급감,내수가 침체되면서 판매직 고용이 코로나 팬데믹 당시 악화된 수준으로 다시 떨어졌다 특히 청년층의 고용이 크게 감소한 것으로 나타나면서 고용 시장의 활력 저하에 대한 우려가 커지고 있다 통계청 ,0,0
281,한의학연 경희대 연구팀 한약 만성 코로나 후유증 완화 효능 ,국내 연구진이 한약이 만성 코로나 후유증을 완화하는 효능을 확인해 주목된다 한국한의학연구원 신 변종 감염질환 한의 임상기술 개발 연구실 권선오 박사 연구팀은 경희대 한방병원 김태훈 교수팀과 만성 코로나 ,0,0
282,하나투어 비자신청센터 개소 주년 기념 워크숍 성료, 년 이후 중단되었던 워크숍을 올해 재개했으며 코로나 이후 활발한 영업 활동으로 비자신청센터 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 ,0,1
283,팬데믹 수준 고용 한파 내수부진에 판매직 만명 줄어,내수 부진이 길어지면서 판매직종에 종사하는 사람들의 고용 상황이 코로나 유행 당시 수준으로 악화한 것으로 나타났다 특히 판매직 고용 악화는 청년층에 집중된 것으로 나타났다 일 통계청 국가통계포털과 ,0,0
284,버려달라는 줄 알고 당황했는데 손님이 건넨 휴지 사장 울렸다, 년째 인 샤부샤부 전문점을 운영한다고 밝힌 씨는 최근 자영업자 커뮤니티 아프니까 사장이다 에 제 영업 목표는 저렴한 가격에 질 높은 음식으로 손님 배가 부르게 하는 것 이라며 하지만 코로나 이후 끝을 모르고 ,0,0
285,고용 한파 팬데믹 수준 내수 부진에 판매직 고용 뚝 ,내수 부진이 길어지면서 판매직 고용 상황이 코로나 팬데믹 수준으로 다시 악화한 것으로 나타났다 고용한파는 특히 청년층에 집중됐다 일 통계청 국가통계포털과 경제활동인구조사 마이크로데이터에 ,0,1
286,하나투어 코로나 로 중단된 비자신청센터 워크숍 재개 정상화 위해 노 ,워크숍에서는 코로나 이후 활발한 영업 활동으로 비자신청센터 정상화에 앞장선 우수사원의 노고를 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 ,0,1
287, 더 소병철 국회의원 변화의 시대 멋진 리더 되라 ,또 코로나 로 힘들었던 소상공인들을 지원하는 여러 법안들을 대표발의한 바 있다 이에 이번 특강은 그에게 지난 국회에서 열성을 쏟았던 의정 활동의 연장선이라고 할 만큼 남다른 감회를 느꼈을 것으로 보인다 이날 ,1,1
288, 장애인 신학과 통일신학 주제로 학술세미나 열린다,한편 함께사는세상은 북한 장애인 정책을 총괄하는 조선장애자보호련맹중앙위원회 와 협력해 북한 장애인을 위한 차량 장애인 의족과 식량 겨울용 방한 의류 지원 코로나 팬데믹 상황에서의 마스크 지원 및 장애인 ,1,0
289,한약 만성 코로나 후유증 완화한다,만성 코로나 증후군에 대한 한약의 후유증 완화 효능을 확인했다고 일 밝혔다 이번 연구는 만성 코로나 증후군으로 인한 피로와 인지기능 저하에 대한 한약의 치료 효과와 안전성을 평가하는 데 중점을 뒀다 ,1,0
290,모두예술극장 키아라 베르사니 내한 젠틀 유니콘 덤불 애니멀 작품 , 코로나 시기 한 숲에 봉쇄령이 내려졌다는 소식을 들은 뒤 시작된 질문에서 출발한 작품이다 애니멀 은 위대한 걸작으로 꼽히는 미하일 포킨 안무의 솔로 발레 작품 빈사의 백조 를 재해석한 작품이다 키아라 ,0,1
291,나무기술 정철 대표 중소기업 기술 경영 혁신대전 서 중기부 장관 표 ,특히 질병관리청의 코로나 확진자 데이터 분석 시스템 구축을 통해 공공 부문의 데이터 관리 기반을 마련한 바 있다 또한 메타클라우드 기술을 적용한 스페로 는 멀티 및 하이브리드 클라우드를 통합 관리할 수 ,1,1
292,만성 코로나 후유증 한약 도움될까,만성 신종 코로나 바이러스 감염증 코로나 완화에 한약이 도움이 되는 것으로 확인됐다 피로 증상을 개선하는 데 큰 역할을 하는 것으로 나타났다 한국한의학연구원 원장 이진용 신 변종 감염질환 한의 ,1,0
293,지스타 나흘 간 만명 방문 전년 대비 , 년 이후 년 만에 현장 방문 만명을 돌파한 것으로 코로나 이전 수준으로 복구하는 모양새다 역대 최다 수치인 년의 만 명에는 미치지 못했으나 코로나 발병 이후 년 만에 만명을 넘는 ,0,0
294, 코스피 바닥 개월 후행 배에서 하락 제한 ,금융위기나 신종 코로나 바이러스 감염증 코로나 펜데믹 등의 상황이 아니라면 코스피는 개월 후행 주가순자산비율 배 정도에서 추가 하락이 제한됐던 경험이 대다수라며 까지가 경험적으로 얘기할 수 ,0,0
295,신흥국 증시서 돈 빼는 글로벌 투자자들 채권으로 눈돌려,신흥국 주식시장에서는 코로나 팬데믹 당시이던 년 월 이후 최대 규모인 억 달러가 유출됐다 이에 비해 신흥국 채권에 억 달러가 유입돼 주식시장 유출분을 상쇄하고도 남았다 투자자들이 주식시장에서 ,0,0
296, 이노엔 한국로슈 인플루엔자 치료제 타미플루 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
297, 이노엔 인플루엔자 치료제 타미플루 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
298, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 유통 담당, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세라고 회사 측은 설명했다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 ,1,0
299, 이노엔 로슈 인플루엔자 치료제 타미플루 국내 공급계약 체결, 코로나 팬데믹 대유행 으로 발병률이 잠시 감소했으나 엔데믹 풍토병화 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 ,0,0
300, 고양가구복합단지 관광객 유치와 지역경제 활성화 촉매제 될 것 ,임 교수는 고령화와 인 가구 증가 등 인구구조의 변화 코로나 로 인한 라이프 스타일의 변화 이케아와 같은 글로벌 업체의 국내 진출 등으로 가구산업은 변화의 소용돌이에 빠져들었다 며 그런데도 도시확장과 ,0,1
301, 정기인사 임박 허민회 그룹 경영지원 대표 내정,수상작을 배출하는 데 기여했다는 평가도 받는다 년 월에는 코로나 로 경영 위기를 겪은 대표로 투입됐다 는 지난해 분기 흑자 전환에 성공했다 변상이 기자 변상이 기자,0,1
302, 이노엔 한국로슈 타미플루 국내 공급 계약 체결, 코로나 엔데믹 이후 년 넘게 독감 유행이 지속되며 독감치료제 시장은 성장세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 과 공동판매에 이어 타미플루 까지 한국로슈와 전략적 협력을 ,1,1
303, 몸무게 년간 분씩 매일 달리기 했더니 인생 바뀌었다 ,그는 코로나 가 한창이던 년에 달리기를 만났다 체중이 불어나고 있던 중 한 유튜브 영상을 보고 무작정 달리기를 시작했다 그는 나도 매일 달리기를 할 수 있을까 해서 하프 점점 거리를 늘려 ,1,1
304,권선종 아이진 연구소장 한국판 모더나 탄생 주도할 것 , 코로나 팬데믹 상황에서 모더나 등의 성공을 이 같은 믿음이 확신으로 바뀌었다 이왕이면 한국에서 에 관한 그간 성과를 꽃 피우고 싶었다 함께할 기업을 물색하던 중 아이진이 이 분야에서 가장 빠른 성과를 ,1,1
305,서울대교구 길음동본당 주년 기념미사 봉헌,지난 월부터 월까지 구역미사를 봉헌하여 코로나 로 단절되었던 공동체의 회복을 위해 기도했으며 이는 신자들이 신앙생활을 재도약하는 기회가 되었다 전 신자 화합을 다지기 위해 척사대회 월 성지순례 월 ,1,0
306, 돌 교정인불자 포교 수용자 전법으로 재도약 ,하지만 전 세계를 덮친 코로나 정년 퇴임 젊은 불자 교정인 감소로 침체기에 빠져있다 이에 교정인불자회는 명상과 템플스테이 등 시대에 발맞춘 포교로 회원 영입 을 도모하고 무신론자 수용자들이 종교를 갖게 ,1,0
307, 이노엔 한국로슈와 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
308,양산시 겨울철 독감 코로나 예방접종 집중 홍보,특히 어르신은 코로나 동시접종까지 가능하다며 미접종자에 대해 접종을 서둘러 줄 것을 당부했다 아울러 코로나 예방접종의 경우 대상자의 범위가 기존 세 이상 어르신 면역저하자 감염취약시설 입원 ,0,0
309, 이노엔 로슈 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
310, 자막뉴스 전통주 앞 첩첩산중 세계 주류시장 우뚝 가능할까, 올가 러시아 관광객 전통을 살리고 싶어하는 마음이 너무 아름답다고 생각해서 게다가 맛도 다양하고 모든 사람이 즐길 수 있는 술인 것 같아서 실제로 년 이후 코로나 시기를 타고 전통주 수출액은 정점을 ,1,1
311, 트럼프 시대 제약 바이오는 확대 기회 생물보안법 반사 , 코로나 이후 전염병 예방과 대응에 대한 인식이 높아지면서 디지털 헬스케어에 대한 정부 지원도 확대될 가능성이 크다 여기에 중국 바이오기업을 겨냥한 생물보안법을 유지할 기조를 보여 중국의 빈자리를 두고 ,0,0
312,종의 기원 김다은의 웹소설 회 ,했지만 코로나 방지 마스크 때문에 얼굴을 제대로 볼 수 없는 상황이었다 새 기사의 얼굴을 알 리도 없었다 갑작스럽게 친척이 코로나 로 죽었을까 코로나 로 죽으면 시간이 아니라 시간 안에 화장해야 한다 그래서 ,1,0
313, 감독부터 주연 조연까지 역대급 캐스팅 트럼프 지지자들 새 내각 열 ,특히 보건복지부 장관 후보로 지명된 로버트 케네디 주니어는 코로나 팬데믹 이전부터 백신 사용이 자폐증 등을 유발한다고 음모론을 펴 논란이 됐다 또 법무부 장관 후보로 지명된 맷 게이츠는 세 소녀 성 매수 ,0,0
314, 이노엔 로슈 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
315, 이노엔 한국로슈 타미플루 국내 공급계약 체결,신종 코로나 바이러스 감염증 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 ,1,0
316,홍콩서 공략 성공한 한투증권 년 인터내셔널 목표 ,그러나 코로나 이후 홍콩 법인의 업무 확장에 본격적으로 보폭을 넓히기 시작했다 이때 미래에셋증권에 근무하던 주명 대표를 홍콩 법인에 영입했다 주 법인장이 대우증권 시절 홍콩 주재원으로 근무했던 이력을 ,0,0
317, 발전기술컨퍼런스 내달 일 대전 서 개최 탄소중립 에너지 , 코로나 로 인해 년까지 년간 온라인으로 진행됐던 발전기술컨퍼런스 가 년 오프라인 개최에 이어 년 만에 다시 오프라인으로 열린다 발전기술컨퍼런스 는 월 일 대전컨벤션센터에서 열리며 ,0,0
318, 아무도 몰랐다 한약 놀라운 효능 코로나 후유증 잡는다,만성 코로나 증후군에 대한 한약의 후유증 완화 효능을 확인했다고 밝혔다 이번 연구는 만성 코로나 증후군으로 인한 피로와 인지기능 저하에 대한 한약의 치료 효과와 안전성을 평가하는 데 중점을 뒀다 연구 ,1,0
319,이민근 안산시장 옌타이시 대표단 접견 과학기술 등 정책 협력,양 도시 간의 이번 대면 만남은 코로나 펜데믹 이후 처음으로 이루어졌다 앞서 지난 년부터 총 일곱 차례의 청소년 국제문화교류사업을 추진 양 도시 청소년들의 글로벌 비전 향상을 위한 현지 청소년 교류 및 역사 ,1,0
320, 내년 컨선 운임 이상 하락 전망, 코로나 사태 발 해운 초호황기였던 년과 년 각각 였던 글로벌 수요공급지수는 년 까지 곤두박질 쳤다가 올해는 홍해 사태를 배경으로 로 소폭 상승했다 김 연구원은 내년에도 ,0,0
321, 이노엔 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0,0
322,소상공인 배달플랫폼 진출 홍보지원 온라인 판로확대,당시는 코로나 여파로 비대면 소비가 정착돼 배달 앱을 통한 음식 주문이 폭발적으로 늘어나고 있던 때였다 김 대표는 배달 앱 장점을 효과적으로 이용하기 위해 중소벤처기업부와 소상공인시장진흥공단의 온라인 ,0,0
323, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 공급계약 체결, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,1,0
324, 이노엔 한국로슈 독감 치료제 타미플루 국내 공급, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,1,0
325, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 공급계약, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,1,0
326,소아청소년병원 입원 는 감염환자 실비 적용 인실 입실 개선 ,폐렴 코로나 아데노바이러스 백일해 등 소아감염질환 환자인 것으로 나타났다 입원시 환아 소아청소년병원협회는 코로나 이전에는 입원실 감염환자수가 일반환자 비율과 대 정도였으나 코로나 사태 ,0,0
327,기계와 생물의 결합 기술문명 속 인간구원을 향한 거대한 의지 세계로 ,무서운 속도로 전개되는 자동화와 끝을 모르고 치닫는 자본주의 흑사병에 비유될 정도로 전 세계를 마비시킨 코로나 의 도래는 인류의 종말에 대한 깊은 우려를 낳았다 우리는 어디로 가고 있는가 어디로 가야 ,1,0
