,title,title_label,description,description_label
90,숙명여대 스타트업 소노럭스헬스테크 중기부 팁스 선정,1, 코로나 인플루엔자 등 생활 공기 중의 바이러스 위험도를 측정해 스마트폰으로 제공한다 이를 통해 각종 질병을 미리 예측하고 대응할 수 있어 감염 취약 계층을 보호하고 공공보건을 향상하는 데 크게 기여할 것으로 ,1
91, 포토 하나투어 비자신청센터 개소 주년 기념 워크숍 성료,0, 년 이후 중단됐던 워크숍을 올해 재개했으며 코로나 이후 활발한 영업 활동으로 비자신청센터 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 년 중국 ,1
92,손님이 남긴 휴지에 적힌 메모글에 사장님 울컥 무슨 사연 ,1, 씨는 코로나 이후 끝을 모르고 치솟은 물가 때문에 부담이 됐다 며 소비자에게 부담이 되지 않을까 하는 고민에 올해까지 가격을 유지했다 고 밝혔다 이어 원 인분 더 팔아봐야 만원인데 찾아주시는 ,1
93,애경그룹 고준 홀딩스 대표이사 신규 선임 임원 인사 단행,1, 코로나 펜데믹 여파가 남아있던 년 월 플라자 대표이사로 자리를 옮긴 후 컨셉 변화를 통해 플라자의 위기 극복을 위해 힘썼다 신임 이 플라자 대표이사는 년 플라자 옛 애경백화점 에 신입사원으로 ,1
94,숙명여대 바이러스 감지 기술 개발 스타트업 소노럭스헬스테크 팁스 ,0,특히 코로나 인플루엔자 등 생활 공기 중의 바이러스 위험도를 측정해 스마트폰으로 제공한다 이를 통해 각종 질병을 미리 예측하고 대응할 수 있어 감염 취약 계층을 보호하고 공공보건을 향상하는 데 크게 기여할 ,1
95,계속교육원 동문회 실행위원 영성훈련 준비,0,계속교육원 이난숙 동문회장은 올해 코로나 이후 모처럼 외부에서 제 회 영성훈련을 진행한다 잘 준비해 서로 좋은 교제를 나누며 안전하고 재미있게 다녀올 수 있도록 함께 기도해주시길 바란다 고 전했다 ,1
96,한국 차 방문 일본인 관광객 겨냥 찐 한국 체험 알린다,0, 코로나 신종 코로나 바이러스 감염증 팬데믹 이후 가장 높은 월별 회복률이다 월과 월에도 증가세가 이어질 것으로 예상된다 특히 일본인 관광객은 재방문율이 높다 이 때문에 한국여행 고수 로 손꼽힌다 ,1
97, 이노엔 한국로슈와 파트너십 강화 독감 치료제 타미플루 국내 공 ,1,심하면 사망에 이를 수 있는 감염성 질환으로 코로나 팬데믹 시기 일시적으로 발병률이 줄었지만 엔데믹 전환 이후 년 넘게 유행이 지속되고 있다 곽달원 이노엔 대표는 이번 유통 파트너십을 통해 타미플루를 ,1
98, 특징주 테라퓨틱스 주가 급등 에 억원 전환사채 발행으로 신 ,1,현재 코로나 백신 유통 및 독감백신 등을 판매하는 콜드체인사업부 보일러 모터 펌프 변압기 등을 제조 판매하는 전자사업부 체외진단 의료기기를 제조 판매하는 의료기기 사업부로 구성되어 있다 특히 ,1
99, 이노엔 로슈 타미플루 국내 공급계약 체결,0, 코로나 팬데믹 당시 발병률이 잠시 감소했지만 엔데믹 이후 년 넘게 독감 유행이 지속되면서 관련 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,1
100, 이노엔 타미플루 국내 공급계약 체결,0, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 이번 유통 파트너십을 통해 타미플루를 원활하게 ,1
101,발빠른 트럼프 정권 인수 작업에 주식시장도 요동 ,0,그는 대표적인 반백신주의자로 코로나 팬데믹 당시 백신이 자폐증을 유발한다 며 백신 거부 운동을 벌였다 트럼프 또한 식품업계와 제약회사들의 허위 정보로 미국인들이 피해를 보고 있다 며 케네디를 보건복지부 ,1
102, 권력 지형 바꾸려는 트럼프 임기 시작 전 이미 독재자 됐다 ,1,대표적인 인사로는 미성년자 성매매 혐의로 법무부 조사를 받았던 맷 게이츠 법무부 장관 지명자와 코로나 확산 당시 백신 음모론 을 펼쳤던 로버트 케네디 주니어 보건복지부 장관 지명자가 있다 는 이러한 ,1
103,일반인 명 중 명이 항생제 잘못 이해 내성 심각성 인지해야 ,0, 코로나 이후 전세계 항생제 사용이 증가하면서 국제사회에선 각국의 항생제 내성 예방관리 강화를 촉구하고 있다 세계보건기구 의 지난 월 발표에 따르면 코로나 입원환자 중 항생제가 필요한 사례는 임에도 ,1
104,버려달라는 줄 알았던 휴지에는 괜찮아요 사장 울린 손님의 응원,1,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 면서 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 말문을 열었다 씨는 ,1
105,호와호 일 단독공연 물 해 말 개최 사랑과 연대 노래,1, 파고 는 코로나 팬데믹을 겪으며 느꼈던 여러 가지 감정과 문제의식을 시적인 언어로 풀어낸 작업이었다고 호와호는 설명했다 호와호는 년 뜨거움과 상실 그 안에서 발견하는 일상의 힘을 노래한 정규 집 ,1
106, 이노엔 독감 치료제 타미플루 국내 유통 맡는다,0,신종 코로나 감염증 코로나 팬데믹으로 발병률이 잠시 줄었으나 엔데믹 풍토병화 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 ,1
107,손님이 건넨 휴지에 적힌 메모 식당 사장님 감동 무슨 일 ,1, 년째 가게를 운영하고 있다고 밝힌 씨는 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 며 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 ,1
108,전세계도 걱정하는 항생제 내성 오남용부터 막아야,1, 코로나 이후 전세계 항생제 사용이 증가함에 따라 항생제 내성 문제가 확대될 것을 우려하여 최근 국제사회에서도 각국의 항생제 내성 예방관리 강화를 촉구하고 있다 특히 올해 월에 열린 총회에서는 항생제 ,1
109,일본하나님의성회 첫 한국인 이사 나왔다,0, 코로나 팬데믹을 거치면서 개를 웃돌던 일본교회 규모가 여개 수준으로 쪼그라들었는데 앞으로 적극적인 전도를 통해 일본에 하나님의 사랑을 전할 수 있도록 최선을 다할 생각입니다 ,1
110, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 공급계약 체결,1,악화로 입원치료 혹은 일부에 한 해 사망에 이를 수 있는 감염성 질환이다 코로나 팬데믹으로 발병률이 잠시 감소했지만 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 김시영,1
111,하나투어 비자신청센터 개소 주년 기념 워크숍 성료,0, 년 이후 중단되었던 워크숍을 올해 재개했으며 코로나 이후 활발한 영업 활동으로 비자신청센터 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 ,1
112,고용 한파 팬데믹 수준 내수 부진에 판매직 고용 뚝 ,0,내수 부진이 길어지면서 판매직 고용 상황이 코로나 팬데믹 수준으로 다시 악화한 것으로 나타났다 고용한파는 특히 청년층에 집중됐다 일 통계청 국가통계포털과 경제활동인구조사 마이크로데이터에 ,1
113,하나투어 코로나 로 중단된 비자신청센터 워크숍 재개 정상화 위해 노 ,0,워크숍에서는 코로나 이후 활발한 영업 활동으로 비자신청센터 정상화에 앞장선 우수사원의 노고를 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 ,1
114, 더 소병철 국회의원 변화의 시대 멋진 리더 되라 ,1,또 코로나 로 힘들었던 소상공인들을 지원하는 여러 법안들을 대표발의한 바 있다 이에 이번 특강은 그에게 지난 국회에서 열성을 쏟았던 의정 활동의 연장선이라고 할 만큼 남다른 감회를 느꼈을 것으로 보인다 이날 ,1
115,모두예술극장 키아라 베르사니 내한 젠틀 유니콘 덤불 애니멀 작품 ,0, 코로나 시기 한 숲에 봉쇄령이 내려졌다는 소식을 들은 뒤 시작된 질문에서 출발한 작품이다 애니멀 은 위대한 걸작으로 꼽히는 미하일 포킨 안무의 솔로 발레 작품 빈사의 백조 를 재해석한 작품이다 키아라 ,1
116,나무기술 정철 대표 중소기업 기술 경영 혁신대전 서 중기부 장관 표 ,1,특히 질병관리청의 코로나 확진자 데이터 분석 시스템 구축을 통해 공공 부문의 데이터 관리 기반을 마련한 바 있다 또한 메타클라우드 기술을 적용한 스페로 는 멀티 및 하이브리드 클라우드를 통합 관리할 수 ,1
117, 고양가구복합단지 관광객 유치와 지역경제 활성화 촉매제 될 것 ,0,임 교수는 고령화와 인 가구 증가 등 인구구조의 변화 코로나 로 인한 라이프 스타일의 변화 이케아와 같은 글로벌 업체의 국내 진출 등으로 가구산업은 변화의 소용돌이에 빠져들었다 며 그런데도 도시확장과 ,1
118, 정기인사 임박 허민회 그룹 경영지원 대표 내정,0,수상작을 배출하는 데 기여했다는 평가도 받는다 년 월에는 코로나 로 경영 위기를 겪은 대표로 투입됐다 는 지난해 분기 흑자 전환에 성공했다 변상이 기자 변상이 기자,1
119, 이노엔 한국로슈 타미플루 국내 공급 계약 체결,1, 코로나 엔데믹 이후 년 넘게 독감 유행이 지속되며 독감치료제 시장은 성장세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 과 공동판매에 이어 타미플루 까지 한국로슈와 전략적 협력을 ,1
120, 몸무게 년간 분씩 매일 달리기 했더니 인생 바뀌었다 ,1,그는 코로나 가 한창이던 년에 달리기를 만났다 체중이 불어나고 있던 중 한 유튜브 영상을 보고 무작정 달리기를 시작했다 그는 나도 매일 달리기를 할 수 있을까 해서 하프 점점 거리를 늘려 ,1
121,권선종 아이진 연구소장 한국판 모더나 탄생 주도할 것 ,1, 코로나 팬데믹 상황에서 모더나 등의 성공을 이 같은 믿음이 확신으로 바뀌었다 이왕이면 한국에서 에 관한 그간 성과를 꽃 피우고 싶었다 함께할 기업을 물색하던 중 아이진이 이 분야에서 가장 빠른 성과를 ,1
122, 자막뉴스 전통주 앞 첩첩산중 세계 주류시장 우뚝 가능할까,1, 올가 러시아 관광객 전통을 살리고 싶어하는 마음이 너무 아름답다고 생각해서 게다가 맛도 다양하고 모든 사람이 즐길 수 있는 술인 것 같아서 실제로 년 이후 코로나 시기를 타고 전통주 수출액은 정점을 ,1
123,신광테크놀러지 특허기술 적용된 기반 확장형 드론 통제 운용쉘터 ,1,이 의무쉘터는 코로나 초기 대국민 의료 지원 현장에 투입돼 그 성능을 인정받았으며 당시 문재인 전 대통령으로부터 극찬을 받은 바 있다 현재 사우디아라비아와 나이지리아 등 여러 국가에서 도입을 검토하고 ,1
124, 개시 년 만에 까지 섭렵 홍콩서 기회 찾는다 인터뷰 ,1,그는 아시아 상장을 노리는 해외 대형 기업들이 주로 찾는 만큼 홍콩은 금융허브로서 지위를 갖췄다 며 물론 코로나 등을 거치며 시장이 조원에서 조원 규모로 줄긴 했지만 올해 다시 확장해 조원을 ,1
125,주명 한국투자증권 홍콩법인장 년 내 아시아 지역 중간지주회사 목표 ,0,그는 코로나 이전에 조 규모였던 홍콩 시장은 지난해 조원으로 위축됐지만 올들어 다시 살아나면서 조원 조원 시장으로 가고 있다 며 시장이 살아난다는 것은 기본적으로 주식시장이 살아난다는 것 ,1
126, 가격 올라도 괜찮아요 손님이 휴지에 쓴 편지 업주 울컥 ,1,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 고 털어놨다 이어 원으로 시작해 년 후 원을 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 했다 ,1
127, 가격 원 올라도 괜찮아 음식점 사장 울린 휴지 한 장 ,0,드시고 가는 손님은 배가 부르게 지만 코로나 이후 끝을 모르고 치솟은 물가 때문에 부담이 됐다 며 그러면서 코로나 보다 더 힘든 시기를 겪는 것 같은데 진심으로 고민하고 열정적으로 했던 시간들은 손님들이 ,1
128, 기획 판 커진 시장 관광객 잡아라 가이드 투어 길찾기 등 시 ,1, 사진 뉴시스 뉴시안 이태영 기자 코로나 이후 관광객의 소비 행태에 변화함에 따라 글로벌 특히 글로벌 의 성장이 눈에 띄게 나타나고 있으며 코로나 팬데믹 이후 국내 여행에서도 글로벌 ,1
129, 바람 타고 전통주가 간다 하지만 현실은 다윗과 골리앗 ,0, 올가 러시아 관광객 전통을 살리고 싶어하는 마음이 너무 아름답다고 생각해서 게다가 맛도 다양하고 모든 사람이 즐길 수 있는 술인 것 같아서 실제로 년 이후 코로나 시기를 타고 전통주 수출액은 정점을 ,1
130,허민회 대표 그룹 경영지원 총괄 그룹 연말 인사 속도 ,0,이후 허 대표는 코로나 여파로 가 경영난에 처하자 년 월 대표이사로 투입됐다 다만 그룹의 이번 정기 임원 인사는 소폭에 그칠 것으로 전망된다 는 지난해 실적 부진 속에 해를 넘겨 올해 월 ,1
131,숙명여대 스타트업 소노럭스헬스테크 공기 중 바이러스 감지 기술로 중 ,0, 코로나 인플루엔자 등 생활 공기 중의 바이러스 위험도를 측정해 스마트폰으로 제공한다 이를 통해 각종 질병을 미리 예측하고 대응할 수 있어 감염 취약 계층을 보호하고 공공보건을 향상하는 데 크게 기여할 것으로 ,1
132, 공동락의 금리산책 트럼프 트레이드 이후 금리 제자리 찾기,0,이는 현재 진행 중인 기준금리 인하가 단순히 금리는 내리는 것이 아니라 코로나 팬데믹 대유행 이후 현재 미국을 비롯한 주요국 중앙은행들의 통화정책 기조는 코로나 팬데믹 이후 높아진 물가로 인해 크게 ,1
133,캐나다 유아교사 취업 해외인력으로 운영되는 이유는,0,한국국제교류원 제공 캐나다는 년 코로나 팬데믹 이후 노동력 부족으로 임시 외국인 근로자프로그램이 라며 이번 법안은 일부 특정 국가에서의 캐나다로 유입이 코로나 이후 최근 몇 년간 급격하게 늘어남에 ,1
134,노루페인트 안양시 지역주민 소외 이웃 위한 배추 나눔 행사 실시,1, 코로나 시기부터 쌀 후원을 진행하는 등 지역과 상생하는 나눔 의식을 실천하고 있다 노루페인트 관계자는 배추값이 폭등하며 김장을 포기하는 가족들이 늘고 있다는 소식에 이러한 나눔 행사를 기획했다 며 앞으로도 ,1
135, 송무현 케이피에프 대표이사 회장,0,케이피에프 자동차부품 사업부는 년 미국 영업법인 을 설립했지만 코로나 팬데믹에 이후 코로나 여파로 행정 절차가 미뤄지면서 최종 인증서 취득까지 약 개월이 걸렸다 원래는 년 월경 ,1
136,노루페인트 소외 이웃 위한 배추 나눔 행사 실시,1,또 코로나 시기부터 쌀 후원을 진행하는 등 지역과 상생하는 나눔 의식을 실천하고 있다 노루페인트 관계자는 배춧값이 폭등하며 김장을 포기하는 가족들이 늘고 있다는 소식에 이러한 나눔 행사를 기획했다 며 ,1
137, 경영지원 대표에 허민회 내정 이르면 오늘 인사,1,개선하고 한국 영화 사상 최초로 아카데미 수상작을 배출하는 데 기여했다는 평가도 받는다 년 월에는 코로나 로 경영 위기를 겪은 대표로 투입됐다 는 지난해 분기 흑자 전환에 성공했다 ,1
138,리더십 붕괴와 또다시 각자도생 ,0, 코로나 때는 동학개미들이 시장을 주도했습니다 지금 이들은 이미 국장에 등을 돌리기 시작했습니다 시장이 어려울 때면 구세주처럼 등장한 국민연금도 움직이는 게 쉽지 않습니다 국민들의 노후를 책임져야 하기 ,1
139, 년 후엔 젊은이 명이 노인 명을 부양한다 ,1,예컨대 미국의 경우 코로나 대응을 이끌었던 앤서니 파우치 국립 알레르기 전염병연구소 소장이 년 월 소장직에서 물러났을 때 나이는 세였습니다 우리나라는 고령자보호법 에서 정년을 세 이상 ,1
140, 더벨 글로벌로 진격하는 스타트업 스테이지랩스 글로벌 만 유저 ,0, 코로나 팬데믹 시절 온라인 공연 프로젝트를 성공적으로 운영한 것이 눈길을 끌었다 백 대표는 년 코로나 가 한창일 때 오프라인 공연의 온라인 전환 프로젝트 세이브아워스테이지 프로젝트를 ,1
141, 스무 돌 지스타 나흘 대장정 마무리 코로나 이후 최다 관람객 ,0,올해 스무 돌을 맞은 국내 최대 국제 게임 전시회 지스타 가 코로나 이후 가장 많은 역대 최다 관람객을 기록한 년 만 여 명 을 넘어서지는 못했지만 코로나 이후 가장 많은 관람객을 모은 ,1
142,충남도의회 교육위 학생 안전 및 편의 증진 최우선 강조,0,신한철 위원은 코로나 기간 동안 교사들의 원격수업 역량 강화를 위한 다양한 연수가 이루어졌다 며 이러한 기술과 지식을 활용해 가정 형편상 사교육이 어려운 학생들에게 원격 인프라를 통한 보충수업 콘텐츠를 ,1
143,신세계 롯데의 빛바랜 가구 가전 ,1,그 결과 하이마트는 코로나 팬데믹으로 이커머스시장이 본격 확대되기 시작한 년 억원의 영업적자를 냈다 이후 고강도 경영효율화 노력을 통해 지난해 억원의 흑자로 돌아섰지만 올해 상반기 다시 억원의 ,1
144, 팩트체크 년 후엔 젊은이 명이 노인 명을 부양한다 ,1,예컨대 미국의 경우 코로나 대응을 이끌었던 앤서니 파우치 국립 알레르기 전염병연구소 소장이 년 월 소장직에서 물러났을 때 나이는 세였다 우리나라는 고령자보호법 에서 정년을 세 이상 으로 ,1
145, 히든페이스 송승헌 멋지게 나이 들기 인터뷰 ,1,하고 코로나 를 겪으면서 걱정도 많이 하고 계시는데 히든페이스 가 한국 영화에 활기를 불어넣는 돌파구가 됐으면 하는 개인적인 바람이 있다 고 소감을 전했다 또한 송승헌은 코로나 시국으로 인해 영화들이 많이 ,1
146,가격 원 올린 후 손님이 남긴 휴지에 적힌 글,0,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 며 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 운을 뗐다 이어 인분에 ,1
147, 건강클리닉 가을철의 감기,0,우리는 오랫동안 코로나 를 겪으며 바이러스로부터 우리 몸을 지키는 방법을 배웠다 바로 마스크 착용과 손씻기이다 감기는 물론이고 독감과 코로나 바이러스도 전염되는 방식은 같다 비말과 손을 통해서 우리 ,1
148, 소년중앙 알고 보니 동네 뒷산이 등산명소 가을맞이 레저 휴양 생태 ,1,과거에는 중장년층의 전유물로 여겨졌지만 코로나 사태 이후 감염 위험이 적은 야외활동이라는 점에서 관심이 폭발적으로 늘어난 것이죠 이후 대 젊은 층이 꾸준히 등산에 유입되고 있어요 년 월 일 ,1
149, 기고 디지털 대전환시대 약사의 역할은 무엇이라 생각하십니까 ,1,성역처럼 굳건했던 약사 의사 변호사 등 전문직 산업에서도 디지털 기술 발전과 특히 코로나 위급상황으로 인해 변화들이 일어나고 있습니다 세계적인 추세입니다 약사라고 별반 다르지 않습니다 디지털대전환을 ,1
150, 황금알 면세점 옛말 적자에 매장 감축까지,0, 코로나 전에는 중국인 단체 관광객으로 발 디딜 틈이 없었지만 이젠 옛말입니다 가장 목이 좋은 입구 게다가 코로나 때 한시 적용됐던 특허수수료 감경 혜택도 올해 끝납니다 면세점 업계는 비상 경영체제를 ,1
151,해외주식투자에서 돈을 벌려면 와우 글로벌 을 활용하라 국제경제읽 ,0,유럽재정위기 코로나 사태 등과 같은 예외적인 상황이 잇달아 발생하고 있다 희망을 던져주는 것은 각종 위기가 많이 발생할수록 새로운 차별적인 경쟁우위 요소가 나타나고 있다는 점이다 코로나 사태 이후 각국 간 ,1
152, 미래 홀딩스 지분 엑시트 지연에 담보대출 지원,0,하지만 코로나 로 영화관 사업 실적이 악화하면서 상장이 어려워졌다 홀딩스와 자회사들은 베트남 법인 곳을 제외하고는 년과 년 순손실을 기록했다 코로나 엔데믹 이후에도 년 올해 분기까지 ,1
153,이마트 반등으로 조명 받는 재무라인 ,0, 년부터는 조선호텔앤리조트 대표이사로 재직하면서 코로나 로 인한 팬데믹 위기속에서도 외형성장과 더불어 효과적인 턴어라운드 전략으로 흑자 기업으로 탈바꿈시키는 등 탁월한 위기 경영 능력을 발휘했다는 ,1
154,자본시장 신뢰 스스로 무너뜨린 당국 수장의 입 기자수첩 금융증권 ,0,이와 함께 최근 김소영 금융위원회 부위원장이 외신과 만난 자리에서 과거 신종 코로나 바이러스 감염증 코로나 펜대믹 시절 코스피가 가까이 간 것은 버블에 가까운 수준이라는 발언도 도마에 오르고 있다 그는 ,1
155,기업대출 확대한 대 은행 악성채무 조원 넘어 금리 경기 악화 ,1,국내 주요 시중은행의 악성채무 즉 이자조차 받지 못하는 무수익여신 규모가 신종 코로나 바이러스 감염증 코로나 이 발발한 년 수준까지 늘었다 지속적인 금리 상승과 경기 침체로 기업들의 상환 능력이 ,1
156, 트렌딩 핫스톡 백신불신 케네디 보건수장 임명에 의료계 발칵 모더 ,0,케네디 주니어는 코로나 팬데믹 이전부터 백신 사용이 자폐증 등을 유발한다고 주장하며 백신 반대 로비 활동을 펼쳤던 인물입니다 미국 코로나 대응을 이끈 앤서니 파우치 전 국립 알레르기 전염병연구소 ,1
157, 가격 올라도 괜찮아 샤브샤브집 사장 감동시킨 손님의 휴지 편지 ,1,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 며 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 밝혔다 이어 인분에 ,1
158,내수 부진에 판매직 고용 한파 청년층 집중 고용시장 비상,0,사진 연합뉴스 내수 부진이 장기화되면서 판매직 고용 시장이 코로나 팬데믹 시절 수준으로 다시 얼어붙고 있다는 분석이 나왔다 청년층의 고용 상황이 더욱 악화되면서 고용 시장 전체의 활력 저하에 대한 ,1
159, 유통 터뷰 브랜드 론칭 전문가 년 역사 할리 데이비슨 패션과 ,1,원마일 웨어는 코로나 기간인 년 이후 급부상했는데 이보다 년 전에 기획한 브랜드다 파자마 역시 목 팀장의 손을 거쳐 탄생했다 이 같은 경험을 살려 목 팀장은 할리 데이비슨 론칭도 맡았다 ,1
160,코스피 도전 달바글로벌 관건은 해외 ,0,덕분에 코로나 엔데믹 이후 글로벌 시장에서 뷰티에 대한 인기가 높아지면서 달바도 큰 수혜를 누렸다 달바글로벌의 해외 매출은 년 억원 년 억원 년 억원 순으로 증가했다 ,1
161,늦더위에 진땀 뺀 백화점 강추위 예고에 반색 ,1,이 여파로 백화점 업계 전체 매출도 코로나 사태 와중이던 년 분기 이후 개 분기 만에 처음으로 역성장을 기록했다 고물가와 소비 침체 여파로 젊은 명품족 의 이탈도 실적 부진에 한몫했다 명품 ,1
162, 어쨌든 결론은 돌고 돌아 유튜브 제약사 유튜브 마케팅 강화,1,텍스트 기반 정보보다 직관적이고 쉽게 전달 가능하며 코로나 팬데믹 이후 소비자들이 건강과 웰빙에 관심에 증가했다는 것 또 나 라디오 등 레거시 매체는 규제가 많지만 유튜브는 타깃팅 광고 및 정보 제공이 ,1
163, 제약기업 신약개발 성과로 영업실적 반등에 성공,0,특히 코로나 오미크론의 대 확산에 따른 특수에 힘입어 최근 년여 동안 두 자릿수 성장을 이어왔다 경우 코로나 백신 생산공급이 멈춘 바이오사이언스의 역성장 억 억 성장 에 영향받은 ,1
164,소아약 국가필수약 추가지정 임박 다음 품목은 ,1,정부는 메르스 코로나 와 같은 감염병 대유행을 연속으로 겪으면서 감염병 예방용 백신 및 치료제 등 핵심 품목의 안정적 공급망 확보의 중요성을 인식했다 지난해 의약품 수급불안정 대응 민 관협의체에서 ,1
165, 정덕현 요즘 뭐 봐 열혈사제 돌아온 구벤져스 유쾌하고 통쾌한 ,1, 코로나 가 한창이던 년에 방영돼 최고시청률 닐슨코리아 전국 기준 를 기록했던 작품이다 가상의 도시인 구담시를 배경으로 분노조절장애를 가진 사제 김해일 김남길 과 똘기 가득한 형사 구대영 김성균 그리고 ,1
166, 데스크 시선 원샷 멀티비타민의 무한 확장성,1,갑자기 찾아온 코로나 팬데믹으로 해외 유통 경로가 막혀 수급이 어려워졌지만 잠깐의 위기는 순식간에 더 큰 기회가 됐다 지난해 국내 전체 건기식 시장 외형은 조 억원으로 년 동안 의 성장을 이뤘다 종합 ,1
167,울산배 올해로 수출만 년째 세계인의 입맛 사로잡는다 ,1, 코로나 대유행 시기인 년과 년에는 수출 물량이 저조해 억 천만원 상당 억원 상당 에 각각 그쳐 가장 적은 수출량과 수출액을 보이기도 했다 울주군은 울산배 수출 년째를 맞은 올해도 미국 ,1
168, 바람 타고 전통주가 간다 하지만 현실은 다윗과 골리앗 ,0, 올가 러시아 관광객 전통을 살리고 싶어하는 마음이 너무 아름답다고 생각해서 게다가 맛도 다양하고 모든 사람이 즐길 수 있는 술인 것 같아서 실제로 년 이후 코로나 시기를 타고 전통주 수출액은 정점을 ,1
169, 놀 유니버스 출범 앞둔 야놀자 인터파크 투자자들과 갈등,0, 코로나 팬데믹의 종식으로 여행 시장에 훈풍이 불면서 실적이 크게 개선된 상황에서 기업가치를 억 원 가까이 낮추는 것은 시장 논리에 부합하지 않다는 것이다 인터파크트리플은 지난해 판매관리비 증가로 인해 ,1
170,지방의료원장 줄줄이 채용공고 의사 행정직 대체되나,0,임상의사들은 코로나 이후 연봉이 급등한 반면 지방의료원장은 년째 제자리걸음을 하고 있기 때문이다 지방의료원 극심한 경영난 리더십도 위축또한 코로나 이후 좀처럼 벗어나기 어려운 경영난도 의사출신 ,1
171, 손님이 건넨 휴지에 샤브샤브집 사장 감동 ,1,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 며 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 밝혔다 이어 인분에 ,1
172, 데스크 시각 한중 우호 선결과제는 한한령 해제,0,한국관광공사 통계를 보면 코로나 이전인 년 중국을 찾은 한국인은 만명으로 단연 세계 위다 우리 정부 입장에선 중국 무비자 입국이 절실했지만 베이징이 이를 수용하지 않을 것으로 보는 시각이 많았다 중국을 ,1
173, 현물 크립토 정부 등장 코인 상승 사이클 변동성 사 ,1,여기에 지난 사이클에서는 코로나 라는 변수가 작용했던 만큼 이번 상승장은 지난번과 또 다른 양상을 보일 것으로 예상된다 일 가상자산업계에 따르면 올해 발생한 여러 변수로 인해 번째 상승 ,1
174,돌아온 올림픽홀 엑스디너리 히어로즈가 일으킨 전율 노컷 리뷰 ,1, 는 코로나 팬데믹 시기인 년 말 데뷔해 년 만인 년 월 서울 송파구 올림픽공원 올림픽홀에서 첫 번째 콘서트를 열었다 그로부터 년이 흐른 현재 다시 올림픽홀로 돌아왔다 그동안 예스 라이브홀에서 ,1
175,글로벌 자산 배분과 증시 안전판 금융시장 돋보기 ,0,우리나라는 코로나 이후 개인과 기관투자가의 국내 증시 참여가 약화하며 수요기반의 구조적 변화가 한국은행 자금순환표로도 개인의 해외 주식 매수규모는 코로나 전후로 년 평균이 억원에서 조원으로 ,1
176, 트럼프 인선 즉흥적 비행기서 시간 만에 법무장관 결정 ,0,케네디 주니어 개버드도 자질 시비 보건복지 장관에 지명된 케네디 주니어는 코로나 백신이 자폐증 등을 유발한다며 백신 반대 활동에 앞장서고 미국 내 만성질환 증가가 초가공 식품과 환경 독소 등 때문이라며 ,1
177, 조 자사주 매입 초강력 부양책 삼성전자 지금 살까 주가 영향은,1,이날 상승률은 코로나 당시 급반등했던 년 월 일 이후 일간 최고 기록이다 삼성전자의 이같은 노력이 단기적 주가 관리에 그치는 미봉책에 그칠 것이라는 시각도 적지 않다 삼성전자가 주가 회복을 ,1
178,엑스디너리 히어로즈 빌런즈 서로를 그리워하며 삶을 그려내네,1, 코로나 기간에 가장 손해 본 팀이 엑스디너리 히어로즈다 라이브 밴드의 연주를 실제로 듣는 것과 온라인으로 듣는 건 큰 차이가 있기 때문이다 이 팀은 미지의 공간 플랫폼 이라는 소재를 통해 현실과 ,1
